Failure_ID,Device_Type,Brand,Model_Name,Usage_Duration,Failure_Type,Warranty_Status,Repair_Cost,Customer_Rating,Comments
FAIL02098,Smartwatch,HP,Model-186,29.0,Speaker Malfunction,Yes,4633.21,3.0,Very bad service
FAIL02099,Gaming Console,OnePlus,Model-767,36.0,Overheating,Yes,3239.15,2.1,Perfect repair
FAIL02100,Gaming Console,Lenovo,Model-730,36.0,Software Crash,No,4659.28,1.3,Fixed quickly
FAIL02101,Smartwatch,Apple,Model-977,55.0,Speaker Malfunction,Yes,1272.44,2.7,Very bad service
FAIL02102,Gaming Console,OnePlus,Model-167,25.0,Battery Issue,No,3735.09,4.9,Very bad service
FAIL02103,Smartwatch,Lenovo,Model-718,56.0,Speaker Malfunction,No,559.4,2.3,Had to replace
FAIL02104,Laptop,Dell,Model-659,28.0,Software Crash,No,3358.94,2.3,Perfect repair
FAIL02105,Laptop,Lenovo,Model-572,35.0,Screen Crack,No,2212.56,1.6,nan
FAIL02106,Smartphone,Samsung,Model-818,52.0,Speaker Malfunction,Yes,254.99,3.2,Not satisfied
FAIL02107,Smartwatch,Sony,Model-808,13.0,Overheating,Yes,513.53,3.1,Very bad service
FAIL02108,Smartwatch,Sony,Model-731,15.0,Overheating,Yes,4709.3,2.5,Had to replace
FAIL02109,Laptop,Sony,Model-221,49.0,Software Crash,No,3945.4,4.6,Had to replace
FAIL02110,Gaming Console,Sony,Model-584,27.0,Software Crash,Yes,4023.97,1.4,Very bad service
FAIL02111,Smartwatch,Dell,Model-917,11.0,Battery Issue,Yes,257.5,4.7,Perfect repair
,Smartwatch,HP,Model-677,6.0,Battery Issue,Yes,3770.81,2.6,Fixed quickly
FAIL02113,Gaming Console,HP,Model-205,56.0,Overheating,Yes,232.45,1.5,nan
FAIL02114,Laptop,HP,Model-815,27.0,Speaker Malfunction,Yes,1494.27,3.3,Not satisfied
FAIL02115,Smartwatch,Apple,Model-919,42.0,Battery Issue,Yes,2539.55,3.7,Perfect repair
FAIL02116,Smartwatch,Apple,Model-940,30.0,Battery Issue,No,2021.87,2.1,Had to replace
FAIL02117,Gaming Console,HP,Model-488,33.0,Battery Issue,Yes,791.15,4.3,Had to replace
,Smartphone,Dell,Model-885,38.0,Battery Issue,Yes,4917.76,1.0,Very bad service
FAIL02119,Gaming Console,Sony,Model-330,55.0,Battery Issue,No,362.57,2.4,Fixed quickly
FAIL02120,Gaming Console,Sony,Model-476,,Speaker Malfunction,Yes,,,Fixed quickly
FAIL02121,Smartphone,OnePlus,Model-548,53.0,Screen Crack,No,3976.17,3.7,Fixed quickly
FAIL02122,Smartwatch,HP,Model-896,45.0,Battery Issue,Yes,1461.87,1.9,Not satisfied
FAIL02123,Smartphone,Samsung,Model-606,,Software Crash,No,,,Perfect repair
FAIL02124,Tablet,Dell,Model-537,,Screen Crack,No,,,nan
FAIL02125,Smartphone,Samsung,Model-907,13.0,Overheating,Yes,1861.74,2.9,Perfect repair
FAIL02126,Laptop,Samsung,Model-183,4.0,Speaker Malfunction,No,1803.16,4.3,nan
FAIL02127,Smartwatch,Dell,Model-887,6.0,Battery Issue,No,246.39,1.2,Had to replace
FAIL02128,Tablet,Dell,Model-578,29.0,Overheating,Yes,1393.69,2.0,Not satisfied
FAIL02129,Tablet,Apple,Model-287,30.0,Screen Crack,Yes,4645.35,1.1,Not satisfied
FAIL02130,Smartphone,Apple,Model-926,25.0,Screen Crack,No,3416.75,5.0,Had to replace
FAIL02131,Tablet,OnePlus,Model-332,15.0,Speaker Malfunction,Yes,172.1,1.6,Not satisfied
FAIL02132,Smartwatch,Sony,Model-348,12.0,Speaker Malfunction,Yes,2637.9,2.1,Fixed quickly
FAIL02133,Smartwatch,Apple,Model-460,21.0,Battery Issue,No,1806.64,4.4,nan
FAIL02134,Gaming Console,OnePlus,Model-715,18.0,Software Crash,No,4925.36,3.0,Perfect repair
FAIL02135,Gaming Console,Samsung,Model-495,,Speaker Malfunction,Yes,,,nan
FAIL02136,Laptop,Lenovo,Model-809,38.0,Screen Crack,Yes,3463.9,3.4,Very bad service
FAIL02137,Smartphone,Lenovo,Model-422,59.0,Overheating,No,190.02,3.9,Had to replace
FAIL02138,Tablet,Dell,Model-905,5.0,Overheating,No,820.83,3.5,Very bad service
FAIL02139,Gaming Console,Lenovo,Model-665,12.0,Overheating,Yes,3822.99,3.9,Not satisfied
FAIL02140,Smartwatch,Lenovo,Model-322,49.0,Speaker Malfunction,No,3048.41,2.1,Fixed quickly
FAIL02141,Tablet,OnePlus,Model-647,29.0,Battery Issue,No,1241.36,2.3,Perfect repair
FAIL02142,Smartphone,Lenovo,Model-797,42.0,Screen Crack,No,630.14,3.4,nan
FAIL02143,Tablet,Lenovo,Model-503,22.0,Speaker Malfunction,Yes,1894.67,4.4,nan
FAIL02144,Tablet,Sony,Model-778,59.0,Speaker Malfunction,No,4395.59,1.9,Very bad service
FAIL02145,Laptop,Lenovo,Model-165,40.0,Software Crash,Yes,2740.96,4.8,Very bad service
FAIL02146,Smartphone,Apple,Model-193,,Overheating,Yes,,,nan
FAIL02147,Tablet,Lenovo,Model-179,48.0,Screen Crack,No,536.08,1.5,Fixed quickly
FAIL02148,Smartwatch,Lenovo,Model-197,28.0,Overheating,No,986.93,4.5,nan
FAIL02149,Smartwatch,Sony,Model-462,47.0,Battery Issue,No,2143.2,4.7,Fixed quickly
FAIL02150,Laptop,Lenovo,Model-124,23.0,Battery Issue,No,3811.38,4.3,nan
FAIL02151,Gaming Console,HP,Model-631,53.0,Speaker Malfunction,No,2476.98,2.7,Had to replace
FAIL02152,Smartphone,Apple,Model-594,53.0,Battery Issue,Yes,2408.02,4.8,Perfect repair
FAIL02153,Tablet,Sony,Model-294,46.0,Screen Crack,No,1463.18,2.3,Fixed quickly
FAIL02154,Laptop,Dell,Model-143,50.0,Speaker Malfunction,No,1325.55,1.4,Perfect repair
FAIL02155,Smartwatch,Samsung,Model-341,16.0,Screen Crack,Yes,3391.88,2.4,Fixed quickly
FAIL02156,Tablet,Dell,Model-203,40.0,Overheating,No,3598.04,2.5,Had to replace
FAIL02157,Smartwatch,HP,Model-948,55.0,Battery Issue,No,4812.42,4.2,Very bad service
FAIL02158,Tablet,Apple,Model-180,33.0,Battery Issue,Yes,4507.8,3.9,Very bad service
FAIL02159,Smartphone,Lenovo,Model-968,39.0,Speaker Malfunction,Yes,2969.62,3.5,Not satisfied
FAIL02160,Smartwatch,HP,Model-155,4.0,Overheating,No,3094.48,1.8,Had to replace
FAIL02161,Laptop,Samsung,Model-589,6.0,Battery Issue,Yes,2018.16,4.2,Fixed quickly
FAIL02162,Laptop,Apple,Model-480,47.0,Battery Issue,No,4868.25,1.1,Fixed quickly
FAIL02163,Laptop,Apple,Model-215,11.0,Screen Crack,No,4592.19,1.9,Had to replace
FAIL02164,Laptop,Samsung,Model-283,10.0,Battery Issue,Yes,307.33,3.2,Had to replace
FAIL02165,Gaming Console,HP,Model-476,31.0,Speaker Malfunction,No,1923.38,2.9,Had to replace
FAIL02166,Tablet,Lenovo,Model-916,7.0,Screen Crack,Yes,2065.38,3.8,Perfect repair
FAIL02167,Tablet,Dell,Model-776,14.0,Screen Crack,Yes,1419.11,4.2,Had to replace
FAIL02168,Tablet,Samsung,Model-889,54.0,Speaker Malfunction,No,2259.69,4.5,Had to replace
FAIL02169,Gaming Console,Sony,Model-321,59.0,Speaker Malfunction,No,2308.7,4.9,Had to replace
FAIL02170,Laptop,Dell,Model-929,6.0,Overheating,Yes,3906.84,3.2,Very bad service
FAIL02171,Smartphone,OnePlus,Model-669,37.0,Speaker Malfunction,Yes,4560.48,3.3,Had to replace
FAIL02172,Laptop,Apple,Model-316,58.0,Overheating,Yes,2686.01,3.2,Not satisfied
FAIL02173,Gaming Console,Samsung,Model-721,52.0,Software Crash,Yes,1359.76,4.6,Not satisfied
FAIL02174,Smartphone,Samsung,Model-950,47.0,Software Crash,Yes,2725.68,4.1,Very bad service
FAIL02175,Gaming Console,OnePlus,Model-171,18.0,Battery Issue,No,971.86,3.0,Had to replace
FAIL02176,Smartwatch,Sony,Model-117,33.0,Software Crash,Yes,1820.42,3.7,nan
FAIL02177,Tablet,OnePlus,Model-173,30.0,Screen Crack,Yes,2721.83,2.2,Perfect repair
FAIL02178,Tablet,OnePlus,Model-777,20.0,Screen Crack,Yes,4763.54,1.7,nan
FAIL02179,Gaming Console,HP,Model-504,28.0,Battery Issue,No,2397.61,1.2,nan
FAIL02180,Smartphone,Lenovo,Model-453,43.0,Software Crash,Yes,149.9,2.7,Perfect repair
FAIL02181,Smartwatch,Lenovo,Model-336,1.0,Software Crash,No,639.73,2.5,nan
FAIL02182,Smartwatch,Sony,Model-181,57.0,Screen Crack,Yes,2054.05,4.0,nan
FAIL02183,Laptop,OnePlus,Model-334,17.0,Overheating,Yes,928.02,3.0,Not satisfied
FAIL02184,Laptop,Sony,Model-596,59.0,Battery Issue,No,1683.85,1.7,Not satisfied
FAIL02185,Smartphone,HP,Model-901,26.0,Battery Issue,Yes,4368.62,1.4,nan
FAIL02186,Laptop,Apple,Model-723,53.0,Speaker Malfunction,No,3473.41,1.3,Very bad service
FAIL02187,Tablet,Samsung,Model-965,18.0,Speaker Malfunction,No,3216.11,1.1,Had to replace
FAIL02188,Gaming Console,OnePlus,Model-921,38.0,Software Crash,No,2026.85,1.3,nan
FAIL02189,Tablet,Dell,Model-386,,Battery Issue,Yes,,,Very bad service
FAIL02190,Smartwatch,Apple,Model-435,18.0,Speaker Malfunction,No,4992.46,4.1,Not satisfied
FAIL02191,Smartwatch,Apple,Model-709,39.0,Speaker Malfunction,No,1732.62,2.4,Fixed quickly
FAIL02192,Gaming Console,Apple,Model-966,47.0,Battery Issue,Yes,3372.29,1.1,Not satisfied
FAIL02193,Smartphone,Dell,Model-823,15.0,Battery Issue,Yes,1089.34,1.5,nan
FAIL02194,Smartwatch,Samsung,Model-573,36.0,Overheating,Yes,582.66,3.0,Perfect repair
FAIL02195,Smartphone,Apple,Model-806,26.0,Overheating,Yes,4858.84,4.9,nan
,Tablet,Sony,Model-470,32.0,Screen Crack,Yes,1098.5,1.5,Very bad service
FAIL02197,Laptop,Dell,Model-413,20.0,Screen Crack,Yes,603.15,1.6,Very bad service
FAIL02198,Gaming Console,Lenovo,Model-569,6.0,Overheating,No,2465.93,2.6,Very bad service
FAIL02199,Laptop,HP,Model-742,27.0,Software Crash,Yes,3512.48,3.5,Perfect repair
FAIL02200,Smartphone,Lenovo,Model-432,8.0,Overheating,No,102.0,2.6,Fixed quickly
FAIL02201,Smartphone,Samsung,Model-261,39.0,Overheating,No,2056.56,3.5,nan
FAIL02202,Tablet,Sony,Model-879,22.0,Overheating,Yes,2400.31,1.3,Very bad service
FAIL02203,Tablet,Dell,Model-798,37.0,Software Crash,No,2516.67,1.7,Fixed quickly
FAIL02204,Smartphone,Dell,Model-562,38.0,Software Crash,No,2067.33,1.3,Fixed quickly
FAIL02205,Tablet,Lenovo,Model-143,7.0,Screen Crack,Yes,850.14,4.5,Had to replace
FAIL02206,Gaming Console,HP,Model-990,,Speaker Malfunction,Yes,,,Not satisfied
FAIL02207,Smartwatch,Dell,Model-716,34.0,Software Crash,Yes,3223.6,2.1,Very bad service
FAIL02208,Gaming Console,Samsung,Model-527,48.0,Battery Issue,No,261.73,4.0,Had to replace
FAIL02209,Smartphone,Sony,Model-857,34.0,Overheating,No,3053.89,4.2,Fixed quickly
FAIL02210,Smartwatch,Dell,Model-223,28.0,Overheating,Yes,3788.62,4.4,Perfect repair
FAIL02211,Smartphone,HP,Model-533,9.0,Battery Issue,Yes,717.4,2.7,nan
FAIL02212,Gaming Console,Samsung,Model-172,30.0,Overheating,No,3837.25,4.9,Fixed quickly
FAIL02213,Smartphone,Dell,Model-689,38.0,Screen Crack,No,1373.32,4.6,Very bad service
FAIL02214,Tablet,Apple,Model-265,41.0,Speaker Malfunction,Yes,3420.86,3.8,nan
FAIL02215,Smartphone,Apple,Model-189,58.0,Battery Issue,No,3378.92,1.1,Perfect repair
FAIL02216,Gaming Console,OnePlus,Model-787,31.0,Screen Crack,No,2871.89,3.9,Not satisfied
FAIL02217,Tablet,OnePlus,Model-318,8.0,Screen Crack,No,1191.42,3.5,Had to replace
FAIL02218,Smartwatch,HP,Model-133,,Screen Crack,No,,,Perfect repair
FAIL02219,Gaming Console,Apple,Model-527,8.0,Speaker Malfunction,Yes,2417.03,2.8,Fixed quickly
FAIL02220,Laptop,Apple,Model-922,37.0,Screen Crack,No,229.9,3.4,Had to replace
FAIL02221,Laptop,OnePlus,Model-927,14.0,Software Crash,No,2141.19,3.3,Perfect repair
FAIL02222,Gaming Console,Samsung,Model-259,9.0,Speaker Malfunction,No,3497.85,1.1,Very bad service
FAIL02223,Gaming Console,Samsung,Model-974,43.0,Software Crash,No,111.31,1.9,Perfect repair
FAIL02224,Laptop,Lenovo,Model-883,34.0,Screen Crack,No,3720.66,1.7,Had to replace
FAIL02225,Laptop,Sony,Model-781,25.0,Speaker Malfunction,Yes,2212.07,2.4,Not satisfied
FAIL02226,Laptop,Sony,Model-597,9.0,Software Crash,Yes,2485.78,2.1,nan
FAIL02227,Gaming Console,Sony,Model-842,3.0,Software Crash,No,1187.88,2.3,nan
FAIL02228,Tablet,Samsung,Model-976,57.0,Overheating,Yes,2128.92,1.3,Perfect repair
FAIL02229,Smartphone,Samsung,Model-905,59.0,Overheating,No,2579.05,1.6,Had to replace
FAIL02230,Smartphone,Samsung,Model-842,,Overheating,No,,,Had to replace
FAIL02231,Tablet,Apple,Model-704,32.0,Speaker Malfunction,No,3135.53,3.0,Very bad service
FAIL02232,Smartphone,Sony,Model-953,27.0,Software Crash,No,3189.67,1.4,Fixed quickly
FAIL02233,Tablet,Lenovo,Model-743,,Battery Issue,Yes,,,nan
FAIL02234,Tablet,OnePlus,Model-449,10.0,Speaker Malfunction,No,276.52,4.9,Not satisfied
FAIL02235,Smartphone,Apple,Model-847,2.0,Screen Crack,No,4369.21,2.6,Had to replace
FAIL02236,Smartphone,Sony,Model-771,53.0,Battery Issue,Yes,3975.68,1.6,Fixed quickly
FAIL02237,Smartphone,HP,Model-724,18.0,Screen Crack,No,331.16,5.0,Had to replace
FAIL02238,Smartwatch,OnePlus,Model-733,59.0,Speaker Malfunction,No,2266.27,3.1,Not satisfied
FAIL02239,Smartphone,Apple,Model-551,40.0,Overheating,No,2634.84,2.0,Perfect repair
FAIL02240,Gaming Console,Sony,Model-100,24.0,Speaker Malfunction,Yes,260.84,4.5,Perfect repair
FAIL02241,Gaming Console,Dell,Model-841,23.0,Screen Crack,No,2295.38,1.5,Not satisfied
FAIL02242,Smartwatch,HP,Model-584,41.0,Overheating,Yes,4413.64,1.7,nan
FAIL02243,Gaming Console,OnePlus,Model-519,53.0,Speaker Malfunction,No,238.98,4.0,Fixed quickly
FAIL02244,Smartphone,Apple,Model-715,49.0,Overheating,Yes,4157.7,4.6,nan
FAIL02245,Smartwatch,Apple,Model-725,2.0,Speaker Malfunction,No,4208.88,2.7,Very bad service
FAIL02246,Laptop,Dell,Model-106,41.0,Software Crash,Yes,113.7,1.3,Not satisfied
FAIL02247,Laptop,OnePlus,Model-329,34.0,Screen Crack,Yes,4554.31,3.5,Not satisfied
FAIL02248,Tablet,OnePlus,Model-911,27.0,Software Crash,Yes,3605.86,4.1,Fixed quickly
FAIL02249,Smartphone,Samsung,Model-328,47.0,Screen Crack,No,4705.89,3.1,Not satisfied
FAIL02250,Tablet,OnePlus,Model-763,35.0,Software Crash,No,4652.73,2.6,Very bad service
FAIL02251,Laptop,Dell,Model-132,53.0,Speaker Malfunction,Yes,1316.67,3.7,Fixed quickly
FAIL02252,Gaming Console,Samsung,Model-946,,Speaker Malfunction,Yes,,,Not satisfied
FAIL02253,Smartwatch,Lenovo,Model-444,58.0,Screen Crack,No,2497.67,4.1,Had to replace
FAIL02254,Laptop,OnePlus,Model-226,,Screen Crack,No,,,Very bad service
FAIL02255,Tablet,Apple,Model-636,58.0,Speaker Malfunction,No,2951.22,3.4,Had to replace
FAIL02256,Gaming Console,Samsung,Model-561,13.0,Software Crash,Yes,4823.56,4.4,Very bad service
FAIL02257,Smartwatch,Dell,Model-413,12.0,Speaker Malfunction,Yes,2572.67,3.7,Not satisfied
FAIL02258,Gaming Console,Sony,Model-239,51.0,Overheating,Yes,1930.61,3.3,Fixed quickly
FAIL02259,Laptop,HP,Model-715,13.0,Screen Crack,Yes,4961.28,1.9,Not satisfied
FAIL02260,Gaming Console,Apple,Model-687,53.0,Overheating,Yes,3009.71,3.2,nan
FAIL02261,Gaming Console,HP,Model-307,17.0,Screen Crack,No,2106.15,4.3,Fixed quickly
FAIL02262,Tablet,OnePlus,Model-878,57.0,Battery Issue,No,1833.53,4.4,nan
FAIL02263,Gaming Console,Dell,Model-296,15.0,Speaker Malfunction,No,3567.3,3.6,Very bad service
,Smartwatch,Lenovo,Model-433,14.0,Screen Crack,Yes,4457.07,4.9,Perfect repair
FAIL02265,Laptop,HP,Model-655,55.0,Overheating,Yes,966.68,1.5,Had to replace
FAIL02266,Smartphone,Sony,Model-960,19.0,Screen Crack,Yes,1925.55,3.7,Perfect repair
FAIL02267,Gaming Console,Sony,Model-421,35.0,Speaker Malfunction,No,421.25,1.2,Very bad service
FAIL02268,Laptop,Sony,Model-663,18.0,Software Crash,No,1443.35,4.4,Fixed quickly
FAIL02269,Gaming Console,Dell,Model-805,17.0,Software Crash,Yes,4595.92,4.1,Had to replace
FAIL02270,Gaming Console,OnePlus,Model-661,20.0,Speaker Malfunction,No,3260.84,4.3,Very bad service
,Tablet,OnePlus,Model-111,25.0,Screen Crack,Yes,4569.19,2.4,Had to replace
FAIL02272,Laptop,Sony,Model-552,37.0,Overheating,No,2830.43,1.9,Perfect repair
FAIL02273,Smartwatch,Lenovo,Model-815,,Screen Crack,Yes,,,Very bad service
FAIL02274,Smartphone,Apple,Model-516,23.0,Software Crash,Yes,3214.72,4.6,Perfect repair
FAIL02275,Gaming Console,OnePlus,Model-413,11.0,Overheating,Yes,3633.58,3.1,Fixed quickly
FAIL02276,Laptop,Sony,Model-664,46.0,Overheating,No,4329.53,1.8,Not satisfied
FAIL02277,Laptop,Dell,Model-276,20.0,Overheating,No,1837.5,1.3,Very bad service
FAIL02278,Gaming Console,Sony,Model-262,7.0,Speaker Malfunction,Yes,1551.88,2.7,Perfect repair
,Smartphone,HP,Model-944,23.0,Battery Issue,No,947.62,1.5,Perfect repair
FAIL02280,Gaming Console,Sony,Model-202,23.0,Software Crash,No,3561.33,2.4,nan
FAIL02281,Smartphone,Dell,Model-587,27.0,Overheating,No,4110.93,1.5,Not satisfied
FAIL02282,Laptop,HP,Model-334,,Overheating,Yes,,,Fixed quickly
FAIL02283,Gaming Console,Samsung,Model-365,21.0,Speaker Malfunction,Yes,104.43,1.3,nan
FAIL02284,Laptop,Apple,Model-412,58.0,Speaker Malfunction,Yes,4548.71,1.2,Very bad service
FAIL02285,Gaming Console,Sony,Model-562,32.0,Screen Crack,No,3644.8,4.3,Fixed quickly
FAIL02286,Gaming Console,OnePlus,Model-162,,Battery Issue,No,,,nan
FAIL02287,Smartwatch,OnePlus,Model-521,28.0,Overheating,No,4400.28,4.9,Had to replace
FAIL02288,Tablet,Dell,Model-416,37.0,Battery Issue,No,2508.45,3.3,Not satisfied
FAIL02289,Gaming Console,Apple,Model-829,2.0,Speaker Malfunction,No,3798.32,2.2,Fixed quickly
FAIL02290,Gaming Console,Lenovo,Model-293,29.0,Screen Crack,No,4254.2,2.1,Perfect repair
,Laptop,OnePlus,Model-645,50.0,Battery Issue,Yes,314.62,3.7,nan
FAIL02292,Smartphone,OnePlus,Model-121,9.0,Overheating,No,4077.75,4.5,Not satisfied
FAIL02293,Laptop,HP,Model-559,35.0,Screen Crack,No,2551.74,3.1,Very bad service
FAIL02294,Tablet,Dell,Model-884,38.0,Overheating,No,1842.02,4.1,Very bad service
FAIL02295,Gaming Console,Sony,Model-437,39.0,Overheating,No,939.6,4.7,Fixed quickly
FAIL02296,Laptop,Sony,Model-463,47.0,Battery Issue,Yes,1203.29,3.4,nan
FAIL02297,Smartphone,Samsung,Model-696,4.0,Software Crash,No,3999.12,2.7,Perfect repair
FAIL02298,Tablet,Lenovo,Model-225,22.0,Software Crash,No,4333.35,1.4,Perfect repair
FAIL02299,Tablet,Lenovo,Model-313,23.0,Overheating,Yes,4818.96,3.8,Fixed quickly
FAIL02300,Gaming Console,Lenovo,Model-735,6.0,Battery Issue,Yes,817.96,4.4,Had to replace
FAIL02301,Tablet,Apple,Model-977,36.0,Overheating,Yes,2625.25,1.1,nan
FAIL02302,Smartphone,Sony,Model-824,20.0,Screen Crack,No,4594.07,3.6,Had to replace
FAIL02303,Laptop,Lenovo,Model-867,51.0,Speaker Malfunction,No,1179.6,1.3,nan
FAIL02304,Tablet,HP,Model-710,5.0,Speaker Malfunction,No,1286.83,4.8,Fixed quickly
FAIL02305,Smartwatch,HP,Model-713,12.0,Software Crash,No,2759.13,2.7,Perfect repair
FAIL02306,Laptop,OnePlus,Model-444,59.0,Speaker Malfunction,Yes,2897.53,1.7,Very bad service
FAIL02307,Smartphone,Lenovo,Model-583,1.0,Software Crash,No,1039.91,1.8,nan
FAIL02308,Smartphone,HP,Model-880,39.0,Software Crash,Yes,2643.57,1.4,Very bad service
FAIL02309,Gaming Console,HP,Model-310,41.0,Screen Crack,No,4566.84,3.6,nan
,Tablet,Apple,Model-685,3.0,Screen Crack,Yes,2961.56,4.5,Perfect repair
FAIL02311,Gaming Console,Samsung,Model-682,42.0,Software Crash,No,3947.48,2.5,Not satisfied
FAIL02312,Tablet,Samsung,Model-219,43.0,Speaker Malfunction,Yes,3893.87,3.1,Not satisfied
FAIL02313,Laptop,Dell,Model-974,56.0,Speaker Malfunction,Yes,1989.59,2.0,nan
FAIL02314,Gaming Console,Lenovo,Model-699,,Software Crash,Yes,,,Not satisfied
FAIL02315,Gaming Console,Apple,Model-624,2.0,Overheating,Yes,4160.23,3.6,Fixed quickly
FAIL02316,Gaming Console,Dell,Model-588,32.0,Overheating,Yes,2178.58,5.0,Had to replace
FAIL02317,Gaming Console,Sony,Model-418,29.0,Screen Crack,Yes,3953.08,4.4,Fixed quickly
FAIL02318,Smartwatch,Dell,Model-425,47.0,Screen Crack,No,4967.43,1.6,Not satisfied
FAIL02319,Smartwatch,HP,Model-819,28.0,Speaker Malfunction,No,3189.04,4.4,Not satisfied
FAIL02320,Gaming Console,Lenovo,Model-296,33.0,Speaker Malfunction,No,1319.46,1.2,Perfect repair
FAIL02321,Tablet,OnePlus,Model-520,26.0,Speaker Malfunction,Yes,4207.64,1.6,Very bad service
FAIL02322,Gaming Console,Samsung,Model-893,15.0,Software Crash,Yes,687.84,2.5,Perfect repair
FAIL02323,Smartwatch,OnePlus,Model-658,45.0,Screen Crack,Yes,2552.01,1.8,Fixed quickly
FAIL02324,Smartwatch,Samsung,Model-756,26.0,Screen Crack,No,4499.39,2.1,Fixed quickly
FAIL02325,Gaming Console,OnePlus,Model-942,9.0,Overheating,No,3275.66,3.8,Fixed quickly
FAIL02326,Gaming Console,Samsung,Model-817,21.0,Battery Issue,Yes,4863.31,3.2,Not satisfied
FAIL02327,Tablet,Apple,Model-377,20.0,Screen Crack,Yes,2024.46,2.6,Had to replace
FAIL02328,Smartwatch,HP,Model-650,,Screen Crack,No,,,Very bad service
FAIL02329,Gaming Console,Dell,Model-605,,Battery Issue,Yes,,,Had to replace
FAIL02330,Smartphone,OnePlus,Model-962,42.0,Battery Issue,Yes,3304.13,4.5,Not satisfied
FAIL02331,Gaming Console,Sony,Model-476,1.0,Battery Issue,No,1590.13,2.6,Had to replace
,Smartwatch,Apple,Model-204,9.0,Screen Crack,Yes,1428.91,3.0,Perfect repair
FAIL02333,Smartphone,OnePlus,Model-469,58.0,Speaker Malfunction,No,3722.66,1.5,Perfect repair
FAIL02334,Smartphone,Sony,Model-710,51.0,Screen Crack,Yes,4880.07,4.0,Perfect repair
FAIL02335,Smartphone,Apple,Model-733,38.0,Software Crash,Yes,938.55,5.0,Had to replace
FAIL02336,Tablet,HP,Model-524,,Overheating,No,,,Perfect repair
FAIL02337,Gaming Console,Apple,Model-966,,Software Crash,Yes,,,Had to replace
FAIL02338,Smartphone,Sony,Model-401,19.0,Battery Issue,Yes,3870.27,4.7,Fixed quickly
FAIL02339,Tablet,Apple,Model-832,44.0,Screen Crack,Yes,2031.37,3.3,Had to replace
FAIL02340,Smartwatch,HP,Model-896,11.0,Screen Crack,Yes,405.48,4.5,Fixed quickly
FAIL02341,Smartphone,Samsung,Model-575,14.0,Overheating,Yes,247.28,2.7,Had to replace
FAIL02342,Gaming Console,Apple,Model-759,25.0,Overheating,Yes,3018.24,2.1,Fixed quickly
FAIL02343,Smartphone,Sony,Model-424,12.0,Overheating,Yes,3962.0,1.1,Had to replace
FAIL02344,Smartwatch,Lenovo,Model-723,45.0,Overheating,No,1593.42,4.8,nan
FAIL02345,Smartwatch,Sony,Model-285,7.0,Software Crash,Yes,2280.44,1.6,Fixed quickly
FAIL02346,Smartphone,Apple,Model-383,3.0,Software Crash,Yes,1328.33,4.1,Perfect repair
FAIL02347,Gaming Console,OnePlus,Model-675,39.0,Overheating,Yes,4080.16,2.1,Fixed quickly
FAIL02348,Tablet,OnePlus,Model-191,16.0,Overheating,Yes,4018.81,3.3,nan
FAIL02349,Smartphone,HP,Model-638,1.0,Software Crash,No,3695.13,4.3,Very bad service
FAIL02350,Smartwatch,Dell,Model-253,15.0,Screen Crack,No,4246.59,2.4,nan
FAIL02351,Tablet,Samsung,Model-661,44.0,Screen Crack,No,860.05,2.7,Very bad service
FAIL02352,Gaming Console,HP,Model-894,11.0,Speaker Malfunction,Yes,2285.11,1.6,nan
FAIL02353,Smartphone,Dell,Model-447,1.0,Screen Crack,No,4097.09,2.7,Very bad service
FAIL02354,Smartwatch,Sony,Model-521,3.0,Screen Crack,Yes,4784.09,4.3,Fixed quickly
FAIL02355,Tablet,OnePlus,Model-994,22.0,Speaker Malfunction,Yes,4048.15,4.5,Not satisfied
FAIL02356,Laptop,Apple,Model-502,43.0,Speaker Malfunction,No,4478.32,3.5,nan
FAIL02357,Tablet,Sony,Model-984,6.0,Software Crash,No,195.42,2.9,nan
FAIL02358,Smartwatch,Apple,Model-313,22.0,Overheating,Yes,3813.69,1.8,Not satisfied
FAIL02359,Smartwatch,Lenovo,Model-875,,Software Crash,No,,,Had to replace
FAIL02360,Laptop,Samsung,Model-503,50.0,Overheating,Yes,3743.54,4.2,nan
FAIL02361,Laptop,Apple,Model-378,28.0,Screen Crack,No,451.54,2.2,Perfect repair
FAIL02362,Laptop,Sony,Model-687,14.0,Overheating,No,1545.84,4.2,Not satisfied
FAIL02363,Gaming Console,Lenovo,Model-972,,Speaker Malfunction,Yes,,,Not satisfied
FAIL02364,Smartwatch,Dell,Model-255,32.0,Speaker Malfunction,No,1048.89,2.4,Had to replace
FAIL02365,Smartphone,OnePlus,Model-762,,Overheating,No,,,Had to replace
FAIL02366,Gaming Console,Dell,Model-789,29.0,Overheating,Yes,535.57,4.6,Not satisfied
FAIL02367,Smartwatch,Dell,Model-760,5.0,Overheating,Yes,4159.48,3.6,Fixed quickly
FAIL02368,Tablet,Apple,Model-380,44.0,Screen Crack,Yes,2893.01,3.0,Not satisfied
FAIL02369,Laptop,HP,Model-900,35.0,Screen Crack,No,190.94,3.8,Had to replace
FAIL02370,Tablet,OnePlus,Model-940,11.0,Screen Crack,Yes,1343.59,4.9,Had to replace
FAIL02371,Smartphone,Sony,Model-716,1.0,Screen Crack,No,2463.99,1.1,nan
FAIL02372,Gaming Console,Sony,Model-669,48.0,Battery Issue,Yes,3249.17,2.1,nan
